trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN23413F603826:2021-12-11T20:46:47Z,08:31:00,08:31:00,StopPoint:OCETrain TER-85010223,17,,0,0,
OCESN23413F603826:2021-12-11T20:46:47Z,08:32:00,08:32:00,StopPoint:OCETrain TER-85010132,18,,0,0,
OCESN23413F603826:2021-12-11T20:46:47Z,08:36:00,08:37:00,StopPoint:OCETrain TER-85010140,19,,0,0,
OCESN23413F603826:2021-12-11T20:46:47Z,08:38:00,08:38:00,StopPoint:OCETrain TER-85010157,20,,0,0,
OCESN23413F603826:2021-12-11T20:46:47Z,08:41:00,08:41:00,StopPoint:OCETrain TER-85010231,21,,1,0,
OCESN23413F603827:2021-12-08T20:44:38Z,06:44:00,06:44:00,StopPoint:OCETrain TER-87746008,0,,0,1,
OCESN23413F603827:2021-12-08T20:44:38Z,06:48:00,06:50:00,StopPoint:OCETrain TER-87746206,1,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,06:59:00,07:01:00,StopPoint:OCETrain TER-87746248,2,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,07:19:00,07:23:00,StopPoint:OCETrain TER-87746305,3,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,07:29:00,07:30:00,StopPoint:OCETrain TER-87746511,4,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,07:40:00,07:50:00,StopPoint:OCETrain TER-87745497,5,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,07:54:00,07:54:00,StopPoint:OCETrain TER-85162750,6,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,07:57:00,07:58:00,StopPoint:OCETrain TER-85162735,7,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,07:59:00,08:00:00,StopPoint:OCETrain TER-85162727,8,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:03:00,08:04:00,StopPoint:OCETrain TER-85171421,9,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:06:00,08:06:00,StopPoint:OCETrain TER-85161554,10,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:12:00,08:15:00,StopPoint:OCETrain TER-85010082,11,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:17:00,08:17:00,StopPoint:OCETrain TER-85162834,12,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:20:00,08:21:00,StopPoint:OCETrain TER-85010207,13,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:22:00,08:22:00,StopPoint:OCETrain TER-85010116,14,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:25:00,08:25:00,StopPoint:OCETrain TER-85010215,15,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:28:00,08:29:00,StopPoint:OCETrain TER-85010124,16,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:31:00,08:31:00,StopPoint:OCETrain TER-85010223,17,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:32:00,08:32:00,StopPoint:OCETrain TER-85010132,18,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:36:00,08:37:00,StopPoint:OCETrain TER-85010140,19,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:38:00,08:38:00,StopPoint:OCETrain TER-85010157,20,,0,0,
OCESN23413F603827:2021-12-08T20:44:38Z,08:41:00,08:41:00,StopPoint:OCETrain TER-85010231,21,,1,0,
OCESN23414F544656:2021-12-08T12:22:43Z,07:47:00,07:47:00,StopPoint:OCETrain TER-85010082,0,,0,1,
OCESN23414F544656:2021-12-08T12:22:43Z,07:52:00,07:52:00,StopPoint:OCETrain TER-85161554,1,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,07:54:00,07:55:00,StopPoint:OCETrain TER-85171421,2,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,07:58:00,07:58:00,StopPoint:OCETrain TER-85162727,3,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,08:01:00,08:02:00,StopPoint:OCETrain TER-85162735,4,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,08:04:00,08:04:00,StopPoint:OCETrain TER-85162750,5,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,08:10:00,08:19:00,StopPoint:OCETrain TER-87745497,6,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,08:29:00,08:31:00,StopPoint:OCETrain TER-87746511,7,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,08:38:00,08:42:00,StopPoint:OCETrain TER-87746305,8,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,09:00:00,09:02:00,StopPoint:OCETrain TER-87746248,9,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,09:12:00,09:13:00,StopPoint:OCETrain TER-87746206,10,,0,0,
OCESN23414F544656:2021-12-08T12:22:43Z,09:18:00,09:18:00,StopPoint:OCETrain TER-87746008,11,,1,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:19:00,07:19:00,StopPoint:OCETrain TER-85010231,0,,0,1,
OCESN23414F601054:2021-12-11T20:46:47Z,07:20:00,07:20:00,StopPoint:OCETrain TER-85010157,1,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:22:00,07:23:00,StopPoint:OCETrain TER-85010140,2,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:24:00,07:24:00,StopPoint:OCETrain TER-85010132,3,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:26:00,07:26:00,StopPoint:OCETrain TER-85010223,4,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:29:00,07:30:00,StopPoint:OCETrain TER-85010124,5,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:31:00,07:31:00,StopPoint:OCETrain TER-85010215,6,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:33:00,07:33:00,StopPoint:OCETrain TER-85010116,7,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:36:00,07:37:00,StopPoint:OCETrain TER-85010207,8,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:39:00,07:39:00,StopPoint:OCETrain TER-85162834,9,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:44:00,07:47:00,StopPoint:OCETrain TER-85010082,10,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:52:00,07:52:00,StopPoint:OCETrain TER-85161554,11,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:54:00,07:55:00,StopPoint:OCETrain TER-85171421,12,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,07:58:00,07:58:00,StopPoint:OCETrain TER-85162727,13,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,08:01:00,08:02:00,StopPoint:OCETrain TER-85162735,14,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,08:04:00,08:04:00,StopPoint:OCETrain TER-85162750,15,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,08:10:00,08:19:00,StopPoint:OCETrain TER-87745497,16,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,08:29:00,08:31:00,StopPoint:OCETrain TER-87746511,17,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,08:38:00,08:42:00,StopPoint:OCETrain TER-87746305,18,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,09:00:00,09:02:00,StopPoint:OCETrain TER-87746248,19,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,09:10:00,09:11:00,StopPoint:OCETrain TER-87746206,20,,0,0,
OCESN23414F601054:2021-12-11T20:46:47Z,09:16:00,09:16:00,StopPoint:OCETrain TER-87746008,21,,1,0,
OCESN23414F604875:2021-12-09T20:47:39Z,07:47:00,07:47:00,StopPoint:OCETrain TER-85010082,0,,0,1,
OCESN23414F604875:2021-12-09T20:47:39Z,07:52:00,07:52:00,StopPoint:OCETrain TER-85161554,1,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,07:54:00,07:55:00,StopPoint:OCETrain TER-85171421,2,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,07:58:00,07:58:00,StopPoint:OCETrain TER-85162727,3,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,08:01:00,08:02:00,StopPoint:OCETrain TER-85162735,4,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,08:04:00,08:04:00,StopPoint:OCETrain TER-85162750,5,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,08:10:00,08:19:00,StopPoint:OCETrain TER-87745497,6,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,08:29:00,08:31:00,StopPoint:OCETrain TER-87746511,7,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,08:38:00,08:42:00,StopPoint:OCETrain TER-87746305,8,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,09:00:00,09:02:00,StopPoint:OCETrain TER-87746248,9,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,09:10:00,09:11:00,StopPoint:OCETrain TER-87746206,10,,0,0,
OCESN23414F604875:2021-12-09T20:47:39Z,09:16:00,09:16:00,StopPoint:OCETrain TER-87746008,11,,1,0,
OCESN23415F501265:2021-12-11T20:46:47Z,07:44:00,07:44:00,StopPoint:OCETrain TER-87746008,0,,0,1,
OCESN23415F501265:2021-12-11T20:46:47Z,07:48:00,07:50:00,StopPoint:OCETrain TER-87746206,1,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,07:59:00,08:01:00,StopPoint:OCETrain TER-87746248,2,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,08:19:00,08:23:00,StopPoint:OCETrain TER-87746305,3,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,08:29:00,08:30:00,StopPoint:OCETrain TER-87746511,4,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,08:40:00,08:50:00,StopPoint:OCETrain TER-87745497,5,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,08:53:00,08:54:00,StopPoint:OCETrain TER-85162750,6,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,08:57:00,08:58:00,StopPoint:OCETrain TER-85162735,7,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,08:59:00,09:00:00,StopPoint:OCETrain TER-85162727,8,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:03:00,09:04:00,StopPoint:OCETrain TER-85171421,9,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:05:00,09:06:00,StopPoint:OCETrain TER-85161554,10,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:12:00,09:15:00,StopPoint:OCETrain TER-85010082,11,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:16:00,09:17:00,StopPoint:OCETrain TER-85162834,12,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:20:00,09:21:00,StopPoint:OCETrain TER-85010207,13,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:21:00,09:22:00,StopPoint:OCETrain TER-85010116,14,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:24:00,09:25:00,StopPoint:OCETrain TER-85010215,15,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:28:00,09:29:00,StopPoint:OCETrain TER-85010124,16,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:30:00,09:31:00,StopPoint:OCETrain TER-85010223,17,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:31:00,09:32:00,StopPoint:OCETrain TER-85010132,18,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:36:00,09:37:00,StopPoint:OCETrain TER-85010140,19,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:37:00,09:38:00,StopPoint:OCETrain TER-85010157,20,,0,0,
OCESN23415F501265:2021-12-11T20:46:47Z,09:40:00,09:40:00,StopPoint:OCETrain TER-85010231,21,,1,0,
OCESN23415F598417:2021-12-09T20:47:39Z,07:44:00,07:44:00,StopPoint:OCETrain TER-87746008,0,,0,1,
OCESN23415F598417:2021-12-09T20:47:39Z,07:48:00,07:50:00,StopPoint:OCETrain TER-87746206,1,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,07:59:00,08:01:00,StopPoint:OCETrain TER-87746248,2,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,08:19:00,08:23:00,StopPoint:OCETrain TER-87746305,3,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,08:29:00,08:30:00,StopPoint:OCETrain TER-87746511,4,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,08:40:00,08:50:00,StopPoint:OCETrain TER-87745497,5,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,08:54:00,08:54:00,StopPoint:OCETrain TER-85162750,6,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,08:57:00,08:58:00,StopPoint:OCETrain TER-85162735,7,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,08:59:00,09:00:00,StopPoint:OCETrain TER-85162727,8,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,09:03:00,09:04:00,StopPoint:OCETrain TER-85171421,9,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,09:06:00,09:06:00,StopPoint:OCETrain TER-85161554,10,,0,0,
OCESN23415F598417:2021-12-09T20:47:39Z,09:12:00,09:12:00,StopPoint:OCETrain TER-85010082,11,,1,0,
OCESN23415F599613:2021-12-11T20:46:47Z,07:44:00,07:44:00,StopPoint:OCETrain TER-87746008,0,,0,1,
OCESN23415F599613:2021-12-11T20:46:47Z,07:48:00,07:50:00,StopPoint:OCETrain TER-87746206,1,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,07:59:00,08:01:00,StopPoint:OCETrain TER-87746248,2,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,08:19:00,08:23:00,StopPoint:OCETrain TER-87746305,3,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,08:29:00,08:30:00,StopPoint:OCETrain TER-87746511,4,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,08:40:00,08:50:00,StopPoint:OCETrain TER-87745497,5,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,08:54:00,08:54:00,StopPoint:OCETrain TER-85162750,6,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,08:57:00,08:58:00,StopPoint:OCETrain TER-85162735,7,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,08:59:00,09:00:00,StopPoint:OCETrain TER-85162727,8,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:03:00,09:04:00,StopPoint:OCETrain TER-85171421,9,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:06:00,09:06:00,StopPoint:OCETrain TER-85161554,10,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:12:00,09:15:00,StopPoint:OCETrain TER-85010082,11,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:17:00,09:17:00,StopPoint:OCETrain TER-85162834,12,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:20:00,09:21:00,StopPoint:OCETrain TER-85010207,13,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:22:00,09:22:00,StopPoint:OCETrain TER-85010116,14,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:25:00,09:25:00,StopPoint:OCETrain TER-85010215,15,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:28:00,09:29:00,StopPoint:OCETrain TER-85010124,16,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:31:00,09:31:00,StopPoint:OCETrain TER-85010223,17,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:32:00,09:32:00,StopPoint:OCETrain TER-85010132,18,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:36:00,09:37:00,StopPoint:OCETrain TER-85010140,19,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:38:00,09:38:00,StopPoint:OCETrain TER-85010157,20,,0,0,
OCESN23415F599613:2021-12-11T20:46:47Z,09:41:00,09:41:00,StopPoint:OCETrain TER-85010231,21,,1,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:18:00,08:18:00,StopPoint:OCETrain TER-85010231,0,,0,1,
OCESN23416F498441:2021-12-11T20:46:47Z,08:19:00,08:19:00,StopPoint:OCETrain TER-85010157,1,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:22:00,08:23:00,StopPoint:OCETrain TER-85010140,2,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:23:00,08:24:00,StopPoint:OCETrain TER-85010132,3,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:25:00,08:26:00,StopPoint:OCETrain TER-85010223,4,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:29:00,08:30:00,StopPoint:OCETrain TER-85010124,5,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:30:00,08:31:00,StopPoint:OCETrain TER-85010215,6,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:32:00,08:33:00,StopPoint:OCETrain TER-85010116,7,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:36:00,08:37:00,StopPoint:OCETrain TER-85010207,8,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:38:00,08:39:00,StopPoint:OCETrain TER-85162834,9,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:44:00,08:47:00,StopPoint:OCETrain TER-85010082,10,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:51:00,08:52:00,StopPoint:OCETrain TER-85161554,11,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:54:00,08:55:00,StopPoint:OCETrain TER-85171421,12,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,08:57:00,08:58:00,StopPoint:OCETrain TER-85162727,13,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,09:01:00,09:02:00,StopPoint:OCETrain TER-85162735,14,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,09:03:00,09:04:00,StopPoint:OCETrain TER-85162750,15,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,09:10:00,09:19:00,StopPoint:OCETrain TER-87745497,16,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,09:29:00,09:31:00,StopPoint:OCETrain TER-87746511,17,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,09:38:00,09:42:00,StopPoint:OCETrain TER-87746305,18,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,10:00:00,10:02:00,StopPoint:OCETrain TER-87746248,19,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,10:10:00,10:11:00,StopPoint:OCETrain TER-87746206,20,,0,0,
OCESN23416F498441:2021-12-11T20:46:47Z,10:16:00,10:16:00,StopPoint:OCETrain TER-87746008,21,,1,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:19:00,08:19:00,StopPoint:OCETrain TER-85010231,0,,0,1,
OCESN23416F526649:2021-12-08T13:03:12Z,08:20:00,08:20:00,StopPoint:OCETrain TER-85010157,1,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:22:00,08:23:00,StopPoint:OCETrain TER-85010140,2,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:24:00,08:24:00,StopPoint:OCETrain TER-85010132,3,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:26:00,08:26:00,StopPoint:OCETrain TER-85010223,4,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:29:00,08:30:00,StopPoint:OCETrain TER-85010124,5,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:31:00,08:31:00,StopPoint:OCETrain TER-85010215,6,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:33:00,08:33:00,StopPoint:OCETrain TER-85010116,7,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:36:00,08:37:00,StopPoint:OCETrain TER-85010207,8,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:39:00,08:39:00,StopPoint:OCETrain TER-85162834,9,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:44:00,08:47:00,StopPoint:OCETrain TER-85010082,10,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:52:00,08:52:00,StopPoint:OCETrain TER-85161554,11,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:54:00,08:55:00,StopPoint:OCETrain TER-85171421,12,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,08:58:00,08:58:00,StopPoint:OCETrain TER-85162727,13,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,09:01:00,09:02:00,StopPoint:OCETrain TER-85162735,14,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,09:04:00,09:04:00,StopPoint:OCETrain TER-85162750,15,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,09:10:00,09:19:00,StopPoint:OCETrain TER-87745497,16,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,09:29:00,09:31:00,StopPoint:OCETrain TER-87746511,17,,0,0,
OCESN23416F526649:2021-12-08T13:03:12Z,09:38:00,09:38:00,StopPoint:OCETrain TER-87746305,18,,1,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:19:00,08:19:00,StopPoint:OCETrain TER-85010231,0,,0,1,
OCESN23416F599610:2021-12-11T20:46:47Z,08:20:00,08:20:00,StopPoint:OCETrain TER-85010157,1,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:22:00,08:23:00,StopPoint:OCETrain TER-85010140,2,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:24:00,08:24:00,StopPoint:OCETrain TER-85010132,3,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:26:00,08:26:00,StopPoint:OCETrain TER-85010223,4,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:29:00,08:30:00,StopPoint:OCETrain TER-85010124,5,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:31:00,08:31:00,StopPoint:OCETrain TER-85010215,6,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:33:00,08:33:00,StopPoint:OCETrain TER-85010116,7,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:36:00,08:37:00,StopPoint:OCETrain TER-85010207,8,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:39:00,08:39:00,StopPoint:OCETrain TER-85162834,9,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:44:00,08:47:00,StopPoint:OCETrain TER-85010082,10,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:52:00,08:52:00,StopPoint:OCETrain TER-85161554,11,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:54:00,08:55:00,StopPoint:OCETrain TER-85171421,12,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,08:58:00,08:58:00,StopPoint:OCETrain TER-85162727,13,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,09:01:00,09:02:00,StopPoint:OCETrain TER-85162735,14,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,09:04:00,09:04:00,StopPoint:OCETrain TER-85162750,15,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,09:10:00,09:19:00,StopPoint:OCETrain TER-87745497,16,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,09:29:00,09:31:00,StopPoint:OCETrain TER-87746511,17,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,09:38:00,09:42:00,StopPoint:OCETrain TER-87746305,18,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,10:00:00,10:02:00,StopPoint:OCETrain TER-87746248,19,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,10:10:00,10:11:00,StopPoint:OCETrain TER-87746206,20,,0,0,
OCESN23416F599610:2021-12-11T20:46:47Z,10:16:00,10:16:00,StopPoint:OCETrain TER-87746008,21,,1,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:19:00,08:19:00,StopPoint:OCETrain TER-85010231,0,,0,1,
OCESN23416F599611:2021-12-08T20:44:38Z,08:20:00,08:20:00,StopPoint:OCETrain TER-85010157,1,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:22:00,08:23:00,StopPoint:OCETrain TER-85010140,2,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:24:00,08:24:00,StopPoint:OCETrain TER-85010132,3,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:26:00,08:26:00,StopPoint:OCETrain TER-85010223,4,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:29:00,08:30:00,StopPoint:OCETrain TER-85010124,5,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:31:00,08:31:00,StopPoint:OCETrain TER-85010215,6,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:33:00,08:33:00,StopPoint:OCETrain TER-85010116,7,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:36:00,08:37:00,StopPoint:OCETrain TER-85010207,8,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:39:00,08:39:00,StopPoint:OCETrain TER-85162834,9,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:44:00,08:47:00,StopPoint:OCETrain TER-85010082,10,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:52:00,08:52:00,StopPoint:OCETrain TER-85161554,11,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:54:00,08:55:00,StopPoint:OCETrain TER-85171421,12,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,08:58:00,08:58:00,StopPoint:OCETrain TER-85162727,13,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,09:01:00,09:02:00,StopPoint:OCETrain TER-85162735,14,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,09:04:00,09:04:00,StopPoint:OCETrain TER-85162750,15,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,09:10:00,09:19:00,StopPoint:OCETrain TER-87745497,16,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,09:29:00,09:31:00,StopPoint:OCETrain TER-87746511,17,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,09:38:00,09:42:00,StopPoint:OCETrain TER-87746305,18,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,10:00:00,10:02:00,StopPoint:OCETrain TER-87746248,19,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,10:10:00,10:11:00,StopPoint:OCETrain TER-87746206,20,,0,0,
OCESN23416F599611:2021-12-08T20:44:38Z,10:16:00,10:16:00,StopPoint:OCETrain TER-87746008,21,,1,0,
OCESN23416F600758:2021-12-09T20:47:39Z,08:47:00,08:47:00,StopPoint:OCETrain TER-85010082,0,,0,1,
OCESN23416F600758:2021-12-09T20:47:39Z,08:52:00,08:52:00,StopPoint:OCETrain TER-85161554,1,,0,0,
OCESN23416F600758:2021-12-09T20:47:39Z,08:54:00,08:55:00,StopPoint:OCETrain TER-85171421,2,,0,0,
OCESN23416F600758:2021-12-09T20:47:39Z,08:58:00,08:58:00,StopPoint:OCETrain TER-85162727,3,,0,0,
OCESN23416F600758:2021-12-09T20:47:39Z,09:01:00,09:02:00,StopPoint:OCETrain TER-85162735,4,,0,0,
OCESN23416F600758:2021-12-09T20:47:39Z,09:04:00,09:04:00,StopPoint:OCETrain TER-85162750,5,,0,0,
OCESN23416F600758:2021-12-09T20:47:39Z,09:10:00,09:19:00,StopPoint:OCETrain TER-87745497,6,,0,0,
